0,79.5
1,80.60000000000001
2,83.89999999999999
3,78.2
4,83.89999999999999
5,84.6
6,83.2
7,80.10000000000001
8,80.9
9,80.80000000000001
0,89.2
1,91.2
2,92.9
3,90.60000000000001
4,91.7
5,94.3
6,94.69999999999999
7,93.8
8,94.8
9,95.0
0,89.1
1,91.2
2,92.9
3,90.60000000000001
4,91.7
5,94.3
6,94.69999999999999
7,93.8
8,94.8
9,95.0
0,89.1
1,91.2
2,92.9
3,90.60000000000001
4,91.7
5,94.3
6,94.69999999999999
7,93.8
8,94.8
9,95.0
0,88.1
1,90.5
2,92.2
3,92.60000000000001
4,93.8
5,93.8
6,93.0
7,93.7
8,92.10000000000001
9,95.5
0,87.7
1,92.9
2,93.4
3,90.8
4,93.4
5,94.19999999999999
6,94.39999999999999
7,94.3
8,94.3
9,95.19999999999999
0,92.0
1,90.60000000000001
2,93.4
3,93.89999999999999
4,93.2
5,93.2
6,91.7
7,94.5
8,95.1
9,94.6
0,88.1
1,90.5
2,92.2
3,92.60000000000001
4,93.8
5,93.8
6,93.0
7,93.7
8,92.10000000000001
9,95.5
0,89.1
1,91.2
2,92.9
3,90.60000000000001
4,91.7
5,94.3
6,94.69999999999999
7,93.8
8,94.8
9,95.0
