0,86.08
1,88.84
2,90.75999999999999
3,87.38
4,89.28
5,91.8
6,92.30000000000001
7,92.9
8,92.16
9,92.92
10,92.38
11,93.2
12,92.80000000000001
13,92.88
14,93.88
15,91.38
16,93.47999999999999
17,95.02000000000001
18,94.62
19,94.66
20,94.22
21,92.75999999999999
22,94.06
23,94.84
24,94.6
25,94.19999999999999
26,91.7
27,94.26
28,95.28
29,95.16
30,93.16
31,95.19999999999999
32,94.08
33,94.74000000000001
34,94.84
35,94.74000000000001
36,93.2
37,93.56
38,94.0
39,94.52000000000001
40,94.14
41,94.26
42,95.24000000000001
43,95.38
44,95.24000000000001
45,96.12
46,95.67999999999999
47,95.42
48,96.12
49,94.89999999999999
50,93.88
51,95.86
52,96.41999999999999
53,95.96000000000001
54,94.06
55,95.0
56,95.36
57,95.17999999999999
58,96.08
59,93.84
60,94.69999999999999
61,95.08
62,95.54
63,95.36
64,96.02000000000001
65,96.2
66,95.32000000000001
67,94.8
68,95.12
69,95.58
70,96.26
71,95.36
72,96.6
73,95.56
74,96.56
75,94.56
76,95.5
77,96.61999999999999
78,95.52000000000001
79,96.5
